Назва,Вид,Місто,Сайт,Пошта (Email)
"У Лилии","Готель / Гостиниця","Україна","","alimemeras1999@mail.ru"
"Шахтёр","Готель / Гостиниця","Україна","","shaxter.777@mail.ru"
"Виноградная лоза","Готель / Гостиниця","Україна","","grapevine01@mail.ru"
"Бегущая по волнам","Готель / Гостиниця","Україна","","soteras@mail.ru"
"Дворик на Садовой","Готель / Гостиниця","Україна","",""
"Рапаны","Готель / Гостиниця","Україна","",""
"Лучистое","Готель / Гостиниця","Україна","",""
"Ускут","Готель / Гостиниця","Україна","","rustem17071986@mail.ru"
"Бриг","Готель / Гостиниця","Україна","",""
"Опера Пасаж","Готель / Гостиниця","Україна","",""
"На Виноградной 10А","Готель / Гостиниця","Україна","",""
"На Виноградной у Натальи","Готель / Гостиниця","Україна","",""
"Зеленая Дача","Готель / Гостиниця","Україна","",""
"Морская мечта","Готель / Гостиниця","Україна","","morskaya.mechta@bk.ru"
"Мариника","Готель / Гостиниця","Україна","","panyliza@gmail.com"
"Дача Вернадского","Готель / Гостиниця","Україна","","dacha.vernadskogo@yandex.ru"
"Bounty","Готель / Гостиниця","Україна","",""
"У Валентиныча","Готель / Гостиниця","Україна","",""
"Golden Lion","Готель / Гостиниця","Україна","","den_mancom@mail.ru"
"Усадьба Кипарис","Готель / Гостиниця","Україна","",""
"Отдых на Солнечной","Готель / Гостиниця","Україна","",""
"У Марии","Готель / Гостиниця","Україна","",""
"Гостевой дом на Энгельса","Готель / Гостиниця","Україна","","aevtushok@mail.ru"
"Санаторій-профілакторій ""Металург""","Готель / Гостиниця","Україна","",""
"Завод ""Рибак""","Готель / Гостиниця","Україна","",""
"Зеленый луч","Готель / Гостиниця","Україна","",""
"Романов двор","Готель / Гостиниця","Україна","",""
"Польский дом","Готель / Гостиниця","Україна","","nakrym@ya.ru"
"Коттедж ""У моря""","Готель / Гостиниця","Україна","",""
"У Виолетты","Готель / Гостиниця","Україна","",""
"Виноградная долина","Готель / Гостиниця","Україна","","saltanet@mail.ru"
"Атмосфера","Готель / Гостиниця","Україна","",""
"Олимп","Готель / Гостиниця","Україна","",""
"На Табачной","Готель / Гостиниця","Україна","","z.panaseiko@mail.ru"
"У Константина","Готель / Гостиниця","Україна","",""
"Джаз","Готель / Гостиниця","Україна","","pochtadiana86@gmail.com"
"Звездунец","Готель / Гостиниця","Україна","",""
"Пансионат Воркута","Готель / Гостиниця","Україна","",""
"Южная дача","Готель / Гостиниця","Україна","",""
"Анджи","Готель / Гостиниця","Україна","",""
"Амелия","Готель / Гостиниця","Україна","",""
"Вилла Терра","Готель / Гостиниця","Україна","http://terra-villa.com/","terravac1212@gmail.com"
"Мория","Готель / Гостиниця","Україна","",""
"Уютный дом","Готель / Гостиниця","Україна","http://malorechka.com/7-rybache-mini-gostinica-uyutnyj-dom.html","serg_krimea@mail.ru"
"Цветущий Бургун","Готель / Гостиниця","Україна","",""
"У Якова","Готель / Гостиниця","Україна","",""
